UIDLU,Site name,Latitude,Longitude
LU206,North West Bay River at Channel H'way,-43.02122551,147.26529108662973
LU207,North West Bay River at Channel H'way,-43.02122551,147.26529108662973
LU208,North West Bay River at Channel H'way,-43.02122551,147.26529108662973
LU209,North West Bay River at Channel H'way,-43.02122551,147.26529108662973
LU210,North West Bay River at Channel H'way,-43.02122551,147.26529108662973
LU211,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU212,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU213,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU214,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU215,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU216,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU217,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU218,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU219,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU220,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU221,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU222,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU223,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU224,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU225,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU226,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU227,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU228,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU229,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU230,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU231,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU232,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU233,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU234,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU235,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU236,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU237,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU238,Mountain River at Ranelagh Bridge,-43.01774332,147.04150462515133
LU239,Mountain River at Wilmot road,-43.01764,147.04141999999996
LU240,Mountain River at Wilmot road,-43.01764,147.04141999999996
LU241,Mountain River at Wilmot road,-43.01764,147.04141999999996
LU242,Allens Rivulet at Kaoota Road,-43.01531411,147.1793022200627
LU243,Allens Rivulet at Kaoota Road,-43.01531411,147.1793022200627
LU244,Test,-43.01218,147.2604
LU245,Thomson Creek at Allens Rivulet Road,-43.01067464,147.2020387891183
LU246,Thomson Creek at Allens Rivulet Road,-43.01067464,147.2020387891183
LU247,Allens Rivulet at Moody Road,-43.0098292,147.21143532210831
LU248,Allens Rivulet at Moody Road,-43.0098292,147.21143532210831
LU249,Skinner's Creek,-43.00935,147.03659
LU250,North West bay River off Miandetta Drive,-43.00894133,147.2498510674169
LU251,North West bay River off Miandetta Drive,-43.00894133,147.2498510674169
LU252,Coffee Creek lower site,-43.00663,147.28636999999998
LU253,North West bay River at Margate weir,-43.00598069,147.2447470751233
LU254,North West bay River at Margate weir,-43.00598069,147.2447470751233
LU255,North West bay River at Margate weir,-43.00598069,147.2447470751233
LU256,Little Denison River at Denison Rd,-42.99989406,146.8303121759065
LU257,Little Denison River at Denison Rd,-42.99989406,146.8303121759065
LU258,Allens Rivulet at Sandfly Road,-42.99593211,147.2221343219594
LU259,Allens Rivulet at Sandfly Road,-42.99593211,147.2221343219594
LU260,Allens Rivulet at Sandfly Road,-42.99593211,147.2221343219594
LU261,Coffee Creek upstream of Penrhyn pond,-42.99593,147.29291
LU262,Mountain River at Lucaston Rd,-42.9954171,147.0662091523232
LU263,Mountain River at Lucaston Rd,-42.9954171,147.0662091523232
LU264,Mountain River at Lucaston Rd,-42.9954171,147.0662091523232
LU265,Mountain River at Lucaston Rd,-42.9954171,147.0662091523232
LU266,Mountain River at Lollara road,-42.99515,147.06624
LU267,Mountain River at Lollara road,-42.99515,147.06624
LU268,Mountain River at Lollara road,-42.99515,147.06624
LU269,North West Bay River upstream of Allens Rivulet,-42.99447777,147.2244476557628
LU270,North West Bay River upstream of Allens Rivulet,-42.99447777,147.2244476557628
LU271,Judds Ck at Lonnavale road,-42.99315,146.92370999999997
LU272,Judds Ck at Lonnavale road,-42.99315,146.92370999999997
LU273,Judds Ck at Lonnavale road,-42.99315,146.92370999999997
LU274,Cooke Rivulet at Sandfly Road,-42.98629776,147.19692989902802
LU275,Cooke Rivulet at Sandfly Road,-42.98629776,147.19692989902802
LU276,Whitewater Creek upstream Turquoise Way,-42.98565,147.28218
LU277,Judds Creek us Judbury,-42.98452182,146.93536027246867
LU278,Judds Creek us Judbury,-42.98452182,146.93536027246867
LU279,Russell River at Denison Rd,-42.98382327,146.85932740056825
LU280,Russell River at Denison Rd,-42.98382327,146.85932740056825
LU281,Levert Rivulet upstream of North West Bay River confluence,-42.98260556,147.20215536189573
LU282,Levert Rivulet upstream of North West Bay River confluence,-42.98260556,147.20215536189573
LU283,North West Bay River at Huon Highway,-42.98179933,147.19974876935942
LU284,North West Bay River at Huon Highway,-42.98179933,147.19974876935942
LU285,North West Bay River at Huon Highway,-42.98179933,147.19974876935942
LU286,Whitewater Creek at Java Head Link Road,-42.98127,147.2853
LU287,Quarrys Creek at Sandfly Road,-42.98016372,147.19255634193658
LU288,Bakers creek at Lucaston/Cross Road,-42.9794,147.05449999999996
LU289,Bakers creek at Lucaston/Cross Road,-42.9794,147.05449999999996
LU290,Coombes Rivulet at Huon Road,-42.97355316,147.1930262537734
LU291,Coombes Rivulet at Huon Road,-42.97355316,147.1930262537734
LU292,Coombes Rivulet at Huon Road,-42.97355316,147.1930262537734
LU293,North West Bay River at Longley Park,-42.97315355,147.1950239
LU294,North West Bay River at Longley Park,-42.97315355,147.1950239
LU295,North West Bay River at Longley Park,-42.97315355,147.1950239
LU296,Russell River at Orana,-42.97269,146.84326
LU297,"Russell River, 898 Lonnavale Road",-42.97226,146.83952999999997
LU298,"Russell River, 898 Lonnavale Road",-42.97226,146.83952999999997
LU299,Russell River @ Russell Rd,-42.97196,146.83993999999998
LU300,Whitewater Creek downstream of Kingston park,-42.97182,147.30966
LU301,Russell River at 898 Lonnavale Road,-42.97097,146.84303
LU302,Russell River at 898 Lonnavale Road,-42.97097,146.84303
LU303,Russell River at 898 Lonnavale Road,-42.97097,146.84303
LU304,Russell River at 898 Lonnavale Road,-42.97097,146.84303
LU305,Mountain River at Crabtree rd,-42.97076,147.08734
LU306,Mountain river at Crabtree road,-42.97071,147.08788
LU307,Mountain River at Crabtree Rd,-42.97044053,147.0876177373897
LU308,Mountain River at Crabtree Rd,-42.97044053,147.0876177373897
LU309,Mountain River at Crabtree Rd,-42.97044053,147.0876177373897
LU310,Mountain River at Crabtree Rd,-42.97044053,147.0876177373897
LU311,Whitewater Creek upstream of Whitewater Crescent,-42.96986,147.30214
LU312,Bakers creek at Lucaston road,-42.96961,147.0869
LU313,Bakers creek at Lucaston road,-42.96961,147.0869
LU314,Bakers creek at Lucaston road,-42.96961,147.0869
LU315,Crabtree Rivulet at Crabtree Rd,-42.96955865,147.08680715216593
LU316,Crabtree Rivulet at Crabtree Rd,-42.96955865,147.08680715216593
LU317,Little Denison River at McDougalls Rd,-42.96750385,146.7737252716135
LU318,Little Denison River at McDougalls Rd,-42.96750385,146.7737252716135
LU319,Browns River downstream of Browns Road,-42.96468,147.31631999999996
LU320,North West Bay River at River Bend Road,-42.96453805,147.20397222244762
LU321,North West Bay River at River Bend Road,-42.96453805,147.20397222244762
LU322,North West Bay River at River Bend Road,-42.96453805,147.20397222244762
LU323,mountain river,-42.96075,147.10949
LU324,mountain river,-42.96075,147.10949
LU325,mountain river,-42.96075,147.10949
LU326,mountain river,-42.96075,147.10949
LU327,Mountain River at Sawyers Creek Rd,-42.96063319,147.10940362133695
LU328,Mountain River at Sawyers Creek Rd,-42.96063319,147.10940362133695
LU329,Mountain River at Sawyers Creek Rd,-42.96063319,147.10940362133695
LU330,Mountain River at Sawyers Creek Rd,-42.96063319,147.10940362133695
LU331,Mountain River at Sawyers Creek Rd,-42.96063319,147.10940362133695
LU332,Vincents Rivulet off Proctors Road,-42.9581,147.31336
LU333,Browns at summerleas rd,-42.95728,147.26943999999997
LU334,Levert Rivulet at Wolfes Road,-42.95562489,147.23578162857427
LU335,Levert Rivulet at Wolfes Road,-42.95562489,147.23578162857427
LU336,North West Bay River at Betts Rd,-42.95451059,147.20661170364036
LU337,North West Bay River at Betts Rd,-42.95451059,147.20661170364036
LU338,North West Bay River at Betts Rd,-42.95451059,147.20661170364036
LU339,North West Bay River at Betts Rd,-42.95451059,147.20661170364036
LU340,North West Bay River at Betts Rd,-42.95451059,147.20661170364036
LU341,Sounds Rivulet at Murdunna,-42.94710431,147.8664541704529
LU342,Sounds Rivulet at Murdunna,-42.94710431,147.8664541704529
LU343,Sounds Rivulet at Murdunna,-42.94710431,147.8664541704529
LU344,Sounds Rivulet at Murdunna,-42.94710431,147.8664541704529
LU345,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU346,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU347,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU348,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU349,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU350,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU351,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU352,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU353,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU354,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU355,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU356,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU357,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU358,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU359,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU360,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU361,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU362,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU363,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU364,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU365,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU366,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU367,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU368,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU369,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU370,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU371,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU372,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU373,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU374,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU375,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU376,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU377,Russell River at Russell Pimple,-42.94128074,146.78778205731103
LU378,Russell River at Russell road,-42.94128,146.78796
LU379,Russell River at Russell road,-42.94128,146.78796
LU380,Russell River at Russell road,-42.94128,146.78796
LU381,Mountain River at Mountain River Rd,-42.93775122,147.13459885467583
LU382,Mountain River at Mountain River Rd,-42.93775122,147.13459885467583
LU383,Mountain River at Mountain River Rd,-42.93775122,147.13459885467583
LU384,Mountain River at Mountain River Rd,-42.93775122,147.13459885467583
LU385,Mountain River at Bennets road,-42.93765,147.13465
LU386,Mountain River at Bennets road,-42.93765,147.13465
LU387,Mountain River at Bennets road,-42.93765,147.13465
LU388,Crabtree Rivulet at Mitchells Rd,-42.92725754,147.04715429788774
LU389,Crabtree Rivulet at Mitchells Rd,-42.92725754,147.04715429788774
LU390,North West Bay River off Pipeline Track,-42.92517447,147.1838685852053
LU391,North West Bay River off Pipeline Track,-42.92517447,147.1838685852053
LU392,End of Mountain River Road,-42.91935,147.13752
LU393,Mountain River above Trestle Ck,-42.91933162,147.13792823731708
LU394,Mountain River above Trestle Ck,-42.91933162,147.13792823731708
LU395,Mountain River above Trestle Ck,-42.91933162,147.13792823731708
LU396,Mountain River above Trestle Ck,-42.91933162,147.13792823731708
LU397,LAM01 Lamberts Rivulet,-42.91423,147.32992
LU398,LAM01 Lamberts Rivulet,-42.91423,147.32992
LU399,LAM01 Lamberts Rivulet,-42.91423,147.32992
LU400,sandy Bay rivulet,-42.90952,147.28734000000003
LU401,SAN01 Sandy Bay Rivulet upstream,-42.90918,147.28557
LU402,SAN01 Sandy Bay Rivulet upstream,-42.90918,147.28557
LU403,SAN01 Sandy Bay Rivulet upstream,-42.90918,147.28557
LU404,SAN01 Sandy Bay Rivulet upstream,-42.90918,147.28557
LU405,SAN01 Sandy Bay Rivulet upstream,-42.90918,147.28557
LU406,SAN01 Sandy Bay Rivulet upstream,-42.90918,147.28557
LU407,LAM02 Lamberts Rivulet @ Churchill Avenue,-42.90884,147.33076
LU408,LAM02 Lamberts Rivulet @ Churchill Avenue,-42.90884,147.33076
LU409,LAM02 Lamberts Rivulet @ Churchill Avenue,-42.90884,147.33076
LU410,Sandy Bay Rivulet,-42.90865,147.28636999999998
LU411,Hobart Rivulet HOB01,-42.90807,147.26258999999996
LU412,HOB01 Hobart Rivulet off Strickland Ave upper,-42.90801,147.26328
LU413,HOB01 Hobart Rivulet off Strickland Ave upper,-42.90801,147.26328
LU414,HOB01 Hobart Rivulet off Strickland Ave upper,-42.90801,147.26328
LU415,HOB01 Hobart Rivulet off Strickland Ave upper,-42.90801,147.26328
LU416,HOB01 Hobart Rivulet off Strickland Ave upper,-42.90801,147.26328
LU417,Hobart Rivulet downstream Strickland Falls,-42.90785475,147.26357935199096
LU418,Hobart Rivulet downstream Strickland Falls,-42.90785475,147.26357935199096
LU419,Puzzle River north of Russel Br,-42.90549584,146.8744627830816
LU420,Puzzle River north of Russel Br,-42.90549584,146.8744627830816
LU421,LAM03 Lamberts Rivulet,-42.9051,147.33317
